name,gmaps_link,opening_hour,address,opening_day,location,schedule
Pasar Malam Pak Mahat (kempadang Sejahtera),https://www.google.com/maps/place/Pasar+malam+pak+mahat+%28Kempadang+sejahtera%29/data=!4m7!3m6!1s0x31c8b1526b89bc2d:0x199186b81a87b20!8m2!3d3.755735!4d103.305398!16s%2Fg%2F11y6nnc3f4!19sChIJLbyJa1KxyDERIHuogWsYmQE?authuser=0&hl=en&rclk=1,3-9 pm,"Lor Kempadang Sejahtera 1, Taman Kempadang Sejahtera, 26060 Kuantan, Pahang","[""mon""]","{""latitude"": 3.755735, ""longitude"": 103.305398, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+malam+pak+mahat+%28Kempadang+sejahtera%29/data=!4m7!3m6!1s0x31c8b1526b89bc2d:0x199186b81a87b20!8m2!3d3.755735!4d103.305398!16s%2Fg%2F11y6nnc3f4!19sChIJLbyJa1KxyDERIHuogWsYmQE?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""15:00"", ""end"": ""21:00""}]}]"
Tapak Niaga Pasar Malam Rpsbt Bt 8 Lepar,https://www.google.com/maps/place/Tapak+Niaga+Pasar+Malam+RPSBT+BT+8+LEPAR/data=!4m7!3m6!1s0x31cf373b300ba26d:0x3249e7764a49ca81!8m2!3d3.5628085!4d103.0972524!16s%2Fg%2F11h5n85hp4!19sChIJbaILMDs3zzERgcpJSnbnSTI?authuser=0&hl=en&rclk=1,4-8:45 pm,"Unnamed Road, Lepar, 26600 Pekan, Pahang","[""tue"", ""wed""]","{""latitude"": 3.5628085, ""longitude"": 103.0972524, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Niaga+Pasar+Malam+RPSBT+BT+8+LEPAR/data=!4m7!3m6!1s0x31cf373b300ba26d:0x3249e7764a49ca81!8m2!3d3.5628085!4d103.0972524!16s%2Fg%2F11h5n85hp4!19sChIJbaILMDs3zzERgcpJSnbnSTI?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""16:00"", ""end"": ""20:45""}]}, {""days"": [""wed""], ""times"": [{""start"": ""00:00"", ""end"": ""17:00""}]}]"
Pasar Malam Bukit Setongkol,https://www.google.com/maps/place/Pasar+Malam+Bukit+Setongkol/data=!4m7!3m6!1s0x31c8bb8f22becf1b:0x74dd4212ef259125!8m2!3d3.8048349!4d103.3059696!16s%2Fg%2F11h3g48_9z!19sChIJG8--Io-7yDERJZEl7xJC3XQ?authuser=0&hl=en&rclk=1,4-9 pm,"33-1, Lorong Bukit Setongkol 72, Taman Lknp Batu Setongkol, 25200 Kuantan, Pahang","[""mon""]","{""latitude"": 3.8048349, ""longitude"": 103.3059696, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bukit+Setongkol/data=!4m7!3m6!1s0x31c8bb8f22becf1b:0x74dd4212ef259125!8m2!3d3.8048349!4d103.3059696!16s%2Fg%2F11h3g48_9z!19sChIJG8--Io-7yDERJZEl7xJC3XQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Taman Gambang Damai,https://www.google.com/maps/place/Pasar+Malam+Taman+Gambang+Damai/data=!4m7!3m6!1s0x31c8cd2163b61b49:0x4489d8921caa56a6!8m2!3d3.7012022!4d103.0463908!16s%2Fg%2F11mn7t6syd!19sChIJSRu2YyHNyDERplaqHJLYiUQ?authuser=0&hl=en&rclk=1,3-9 pm,"Taman Gambang Damai, 26300 Kuantan, Pahang","[""sat""]","{""latitude"": 3.7012022, ""longitude"": 103.0463908, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Gambang+Damai/data=!4m7!3m6!1s0x31c8cd2163b61b49:0x4489d8921caa56a6!8m2!3d3.7012022!4d103.0463908!16s%2Fg%2F11mn7t6syd!19sChIJSRu2YyHNyDERplaqHJLYiUQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""15:00"", ""end"": ""21:00""}]}]"
Tapak Pasar Malam K. Krau,https://www.google.com/maps/place/Tapak+Pasar+Malam+K.+Krau/data=!4m7!3m6!1s0x31c94bd37e85d0d1:0x87c81c66476db258!8m2!3d3.7134402!4d102.3662556!16s%2Fg%2F11kh_gq0xv!19sChIJ0dCFftNLyTERWLJtR2YcyIc?authuser=0&hl=en&rclk=1,8-11 am,"P978+9g, Kampung Sekuh, 28050 Kuala Krau, Pahang","[""mon"", ""fri""]","{""latitude"": 3.7134402, ""longitude"": 102.3662556, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Malam+K.+Krau/data=!4m7!3m6!1s0x31c94bd37e85d0d1:0x87c81c66476db258!8m2!3d3.7134402!4d102.3662556!16s%2Fg%2F11kh_gq0xv!19sChIJ0dCFftNLyTERWLJtR2YcyIc?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""08:00"", ""end"": ""11:00""}]}, {""days"": [""fri""], ""times"": [{""start"": ""17:00"", ""end"": ""20:00""}]}]"
Night Market,https://www.google.com/maps/place/Night+market/data=!4m7!3m6!1s0x31cc07fe4d87ffb3:0x1c05491ead9f03ef!8m2!3d3.6607167!4d101.8913101!16s%2Fg%2F11ddxrjmxs!19sChIJs_-HTf4HzDER7wOfrR5JBRw?authuser=0&hl=en&rclk=1,5-9 pm,"Kampung Baharu, 27600 Bentong, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.6607167, ""longitude"": 101.8913101, ""gmaps_link"": ""https://www.google.com/maps/place/Night+market/data=!4m7!3m6!1s0x31cc07fe4d87ffb3:0x1c05491ead9f03ef!8m2!3d3.6607167!4d101.8913101!16s%2Fg%2F11ddxrjmxs!19sChIJs_-HTf4HzDER7wOfrR5JBRw?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}]"
Pasar Rabu Muadzam Shah,https://www.google.com/maps/place/Pasar+Rabu+Muadzam+Shah/data=!4m7!3m6!1s0x31cf0bcb8cb019ad:0xa6bb219e99d54d3a!8m2!3d3.054697!4d103.0876347!16s%2Fg%2F11kq4lcfhr!19sChIJrRmwjMsLzzEROk3VmZ4hu6Y?authuser=0&hl=en&rclk=1,3:30-6:55 pm,"Medan Mewah, 26810 Muadzam Shah, Pahang","[""wed""]","{""latitude"": 3.054697, ""longitude"": 103.0876347, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Rabu+Muadzam+Shah/data=!4m7!3m6!1s0x31cf0bcb8cb019ad:0xa6bb219e99d54d3a!8m2!3d3.054697!4d103.0876347!16s%2Fg%2F11kq4lcfhr!19sChIJrRmwjMsLzzEROk3VmZ4hu6Y?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""15:30"", ""end"": ""18:55""}]}]"
Pasar Malam Balok Perdana,https://www.google.com/maps/place/Pasar+Malam+Balok+Perdana/data=!4m7!3m6!1s0x31c899005b56e60d:0x476f1701d59ebc48!8m2!3d3.9607604!4d103.3709499!16s%2Fg%2F11w4353xq6!19sChIJDeZWWwCZyDERSLye1QEXb0c?authuser=0&hl=en&rclk=1,4:30-10 pm,"A1-1, Lorong Balok Perdana 3/1, Balok Perdana, 26100 Kuantan, Pahang","[""fri""]","{""latitude"": 3.9607604, ""longitude"": 103.3709499, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Balok+Perdana/data=!4m7!3m6!1s0x31c899005b56e60d:0x476f1701d59ebc48!8m2!3d3.9607604!4d103.3709499!16s%2Fg%2F11w4353xq6!19sChIJDeZWWwCZyDERSLye1QEXb0c?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""16:30"", ""end"": ""22:00""}]}]"
Pasar Malam,https://www.google.com/maps/place/Pasar+malam/data=!4m7!3m6!1s0x31ca59d932fef2fb:0x5c957a917820f1ed!8m2!3d4.476366!4d101.375633!16s%2Fg%2F11k3yjhffb!19sChIJ-_L-MtlZyjER7fEgeJF6lVw?authuser=0&hl=en&rclk=1,,"B8-3-1, Perumahan Makmur, Jalan Tengkolok, Tanah Rata, 39000 Tanah Rata, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.476366, ""longitude"": 101.375633, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+malam/data=!4m7!3m6!1s0x31ca59d932fef2fb:0x5c957a917820f1ed!8m2!3d4.476366!4d101.375633!16s%2Fg%2F11k3yjhffb!19sChIJ-_L-MtlZyjER7fEgeJF6lVw?authuser=0&hl=en&rclk=1""}",[]
Raub Night Bazaar,https://www.google.com/maps/place/Raub+Night+Bazaar/data=!4m7!3m6!1s0x31cbf1cc55cf3ad9:0x6a9e3c33e49f14f8!8m2!3d3.7938345!4d101.8568632!16s%2Fg%2F11gmdlrmy6!19sChIJ2TrPVczxyzER-BSf5DM8nmo?authuser=0&hl=en&rclk=1,12 am-5 pm,"Dataran, Raub District, Pahang","[""mon"", ""sat"", ""sun""]","{""latitude"": 3.7938345, ""longitude"": 101.85686319999999, ""gmaps_link"": ""https://www.google.com/maps/place/Raub+Night+Bazaar/data=!4m7!3m6!1s0x31cbf1cc55cf3ad9:0x6a9e3c33e49f14f8!8m2!3d3.7938345!4d101.8568632!16s%2Fg%2F11gmdlrmy6!19sChIJ2TrPVczxyzER-BSf5DM8nmo?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""00:00"", ""end"": ""17:00""}]}, {""days"": [""sat""], ""times"": [{""start"": ""17:00"", ""end"": ""23:00""}]}, {""days"": [""sun""], ""times"": [{""start"": ""17:00"", ""end"": ""00:00""}]}]"
Pasar Malam Taman Dato Abdul Rashid Salleh (pkppmk),https://www.google.com/maps/place/Pasar+malam+Taman+Dato+Abdul+Rashid+Salleh+%28PKPPMK%29/data=!4m7!3m6!1s0x31c8bb68ce76ece5:0x922fcf8f1ece2da6!8m2!3d3.8775141!4d103.3344027!16s%2Fg%2F11ll3z88c4!19sChIJ5ex2zmi7yDERpi3OHo_PL5I?authuser=0&hl=en&rclk=1,3-9 pm,"Taman Dato Rashid, 26100 Kuantan, Pahang","[""thu""]","{""latitude"": 3.8775141, ""longitude"": 103.3344027, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+malam+Taman+Dato+Abdul+Rashid+Salleh+%28PKPPMK%29/data=!4m7!3m6!1s0x31c8bb68ce76ece5:0x922fcf8f1ece2da6!8m2!3d3.8775141!4d103.3344027!16s%2Fg%2F11ll3z88c4!19sChIJ5ex2zmi7yDERpi3OHo_PL5I?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""15:00"", ""end"": ""21:00""}]}]"
"Pasar Malam (tuesday), Pasar Karat (saturday), Bazar Ramadan, Peramu Jaya 3,","https://www.google.com/maps/place/Pasar+Malam+%28Tuesday%29,+Pasar+Karat+%28Saturday%29,+Bazar+Ramadan,+Peramu+Jaya+3,/data=!4m7!3m6!1s0x31cf5106c4c7aee1:0xec12a4922f350f18!8m2!3d3.5603313!4d103.3780239!16s%2Fg%2F11jz89z3th!19sChIJ4a7HxAZRzzERGA81L5KkEuw?authuser=0&hl=en&rclk=1",3-7:30 pm,"Lorong Intan 2, Kg Peramu Jaya 3, 26300 Pekan, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.5603312999999996, ""longitude"": 103.3780239, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+%28Tuesday%29,+Pasar+Karat+%28Saturday%29,+Bazar+Ramadan,+Peramu+Jaya+3,/data=!4m7!3m6!1s0x31cf5106c4c7aee1:0xec12a4922f350f18!8m2!3d3.5603313!4d103.3780239!16s%2Fg%2F11jz89z3th!19sChIJ4a7HxAZRzzERGA81L5KkEuw?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""15:00"", ""end"": ""19:30""}]}]"
Pasar Malam Taman Temerloh Jaya,https://www.google.com/maps/place/Pasar+Malam+Taman+Temerloh+Jaya/data=!4m7!3m6!1s0x31ceb904db726843:0x23b40ba70c4a0722!8m2!3d3.45347!4d102.395152!16s%2Fg%2F11l35vr4qx!19sChIJQ2hy2wS5zjERIgdKDKcLtCM?authuser=0&hl=en&rclk=1,,"21, Jalan Tj 7/1, Taman Temerloh Jaya, 28000 Temerloh, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.45347, ""longitude"": 102.395152, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Temerloh+Jaya/data=!4m7!3m6!1s0x31ceb904db726843:0x23b40ba70c4a0722!8m2!3d3.45347!4d102.395152!16s%2Fg%2F11l35vr4qx!19sChIJQ2hy2wS5zjERIgdKDKcLtCM?authuser=0&hl=en&rclk=1""}",[]
Pasar Perting,https://www.google.com/maps/place/Pasar+Perting/data=!4m7!3m6!1s0x31cc0543eee6cabf:0x515b010130c74daa!8m2!3d3.52013!4d101.905369!16s%2Fg%2F11gf5z9kty!19sChIJv8rm7kMFzDERqk3HMAEBW1E?authuser=0&hl=en&rclk=1,,"Kampung Perting, 28700 Bentong, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.52013, ""longitude"": 101.905369, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Perting/data=!4m7!3m6!1s0x31cc0543eee6cabf:0x515b010130c74daa!8m2!3d3.52013!4d101.905369!16s%2Fg%2F11gf5z9kty!19sChIJv8rm7kMFzDERqk3HMAEBW1E?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Lepar Utara 2,https://www.google.com/maps/place/Pasar+Malam+Lepar+Utara+2/data=!4m7!3m6!1s0x31c9210010e5ff31:0xcb73e1741d8d1a41!8m2!3d3.903897!4d102.7952897!16s%2Fg%2F11vrrrs351!19sChIJMf_lEAAhyTERQRqNHXThc8s?authuser=0&hl=en&rclk=1,,"Www.google.com/local/place/rap/edit/location, Felda Lepar Utara 2, Rg=trueandar Tun Razak, 26400 Bhttps:, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.9038969999999997, ""longitude"": 102.7952897, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Lepar+Utara+2/data=!4m7!3m6!1s0x31c9210010e5ff31:0xcb73e1741d8d1a41!8m2!3d3.903897!4d102.7952897!16s%2Fg%2F11vrrrs351!19sChIJMf_lEAAhyTERQRqNHXThc8s?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Kuala Pilah,https://www.google.com/maps/place/Pasar+Malam+Kuala+Pilah/data=!4m7!3m6!1s0x31ce72ead13f4773:0x34d42f89c497fcbb!8m2!3d2.7365553!4d102.2314525!16s%2Fg%2F11c60689hb!19sChIJc0c_0epyzjERu_yXxIkv1DQ?authuser=0&hl=en&rclk=1,6:45-10 pm,"Jln 4, Taman Pilah Jaya, 72000 Kuala Pilah, Negeri Sembilan","[""fri""]","{""latitude"": 2.7365553, ""longitude"": 102.23145249999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kuala+Pilah/data=!4m7!3m6!1s0x31ce72ead13f4773:0x34d42f89c497fcbb!8m2!3d2.7365553!4d102.2314525!16s%2Fg%2F11c60689hb!19sChIJc0c_0epyzjERu_yXxIkv1DQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""18:45"", ""end"": ""22:00""}]}]"
Pasar Malam Uia Kuantan,https://www.google.com/maps/place/Pasar+Malam+UIA+Kuantan/data=!4m7!3m6!1s0x31c8bb004b94eb5f:0x17d9fc11d6f9304e!8m2!3d3.8462539!4d103.306973!16s%2Fg%2F11yfrywqvv!19sChIJX-uUSwC7yDERTjD51hH82Rc?authuser=0&hl=en&rclk=1,3-9 pm,"25000 Kuantan, Pahang","[""tue""]","{""latitude"": 3.8462539, ""longitude"": 103.306973, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+UIA+Kuantan/data=!4m7!3m6!1s0x31c8bb004b94eb5f:0x17d9fc11d6f9304e!8m2!3d3.8462539!4d103.306973!16s%2Fg%2F11yfrywqvv!19sChIJX-uUSwC7yDERTjD51hH82Rc?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""15:00"", ""end"": ""21:00""}]}]"
Pasar Malam Kotasas,https://www.google.com/maps/place/Pasar+Malam+Kotasas/data=!4m7!3m6!1s0x31c8bbd884bcaf85:0x30f5bdc340a0c004!8m2!3d3.8715299!4d103.2763003!16s%2Fg%2F11fr4ykdrd!19sChIJha-8hNi7yDERBMCgQMO99TA?authuser=0&hl=en&rclk=1,5-10 pm,"Jalan Kota Sas, Taman Alam Perdana, Kuantan, Pahang","[""mon""]","{""latitude"": 3.8715298999999996, ""longitude"": 103.27630029999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kotasas/data=!4m7!3m6!1s0x31c8bbd884bcaf85:0x30f5bdc340a0c004!8m2!3d3.8715299!4d103.2763003!16s%2Fg%2F11fr4ykdrd!19sChIJha-8hNi7yDERBMCgQMO99TA?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}]"
Market Bentong,https://www.google.com/maps/place/Market+Bentong/data=!4m7!3m6!1s0x31cc0541eb757bdd:0x4ea4b1e402bb6574!8m2!3d3.5231044!4d101.9075195!16s%2Fg%2F11btvgbxyg!19sChIJ3Xt160EFzDERdGW7AuSxpE4?authuser=0&hl=en&rclk=1,4 am-1 am,"28700 Bentong, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.5231044, ""longitude"": 101.90751949999999, ""gmaps_link"": ""https://www.google.com/maps/place/Market+Bentong/data=!4m7!3m6!1s0x31cc0541eb757bdd:0x4ea4b1e402bb6574!8m2!3d3.5231044!4d101.9075195!16s%2Fg%2F11btvgbxyg!19sChIJ3Xt160EFzDERdGW7AuSxpE4?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri""], ""times"": [{""start"": ""04:00"", ""end"": ""01:00""}]}, {""days"": [""sat"", ""sun""], ""times"": [{""start"": ""06:00"", ""end"": ""13:00""}]}]"
Pasar Malam Bahau (saturday Night Market),https://www.google.com/maps/place/Pasar+Malam+Bahau+%28Saturday+Night+Market%29/data=!4m7!3m6!1s0x31ce69c299cedfcd:0xf6190a0ad8c5bca3!8m2!3d2.8132438!4d102.3996243!16s%2Fg%2F11sd58x4gn!19sChIJzd_OmcJpzjERo7zF2AoKGfY?authuser=0&hl=en&rclk=1,5-10 pm,"R97x+9m, 72100 Bahau, Negeri Sembilan","[""sat""]","{""latitude"": 2.8132438, ""longitude"": 102.3996243, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bahau+%28Saturday+Night+Market%29/data=!4m7!3m6!1s0x31ce69c299cedfcd:0xf6190a0ad8c5bca3!8m2!3d2.8132438!4d102.3996243!16s%2Fg%2F11sd58x4gn!19sChIJzd_OmcJpzjERo7zF2AoKGfY?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}]"
Tapak Pasar Malam Jerantut Feri,https://www.google.com/maps/place/Tapak+Pasar+Malam+Jerantut+Feri/data=!4m7!3m6!1s0x31c9410018ae4f09:0x91513c1c0314aa9b!8m2!3d3.9599472!4d102.4225642!16s%2Fg%2F11ybvm1g5y!19sChIJCU-uGABByTERm6oUAxw8UZE?authuser=0&hl=en&rclk=1,,"Xc5f+x2, Taman Pedah Permai, 27150 Jerantut, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.9599472, ""longitude"": 102.4225642, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Malam+Jerantut+Feri/data=!4m7!3m6!1s0x31c9410018ae4f09:0x91513c1c0314aa9b!8m2!3d3.9599472!4d102.4225642!16s%2Fg%2F11ybvm1g5y!19sChIJCU-uGABByTERm6oUAxw8UZE?authuser=0&hl=en&rclk=1""}",[]
Pasar Tani Inderapura,https://www.google.com/maps/place/Pasar+Tani+Inderapura/data=!4m7!3m6!1s0x31c8b70009f12fff:0x159748dfe75f6d59!8m2!3d3.751329!4d103.2616299!16s%2Fg%2F11lcj8fhjl!19sChIJ_y_xCQC3yDERWW1f599IlxU?authuser=0&hl=en&rclk=1,4:30-8 pm,"Taman Seri Inderapura, 25150 Kuantan, Pahang","[""mon""]","{""latitude"": 3.7513289999999997, ""longitude"": 103.26162989999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Tani+Inderapura/data=!4m7!3m6!1s0x31c8b70009f12fff:0x159748dfe75f6d59!8m2!3d3.751329!4d103.2616299!16s%2Fg%2F11lcj8fhjl!19sChIJ_y_xCQC3yDERWW1f599IlxU?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""16:30"", ""end"": ""20:00""}]}]"
Pasar Malam Taman Semarak,https://www.google.com/maps/place/Pasar+Malam+Taman+Semarak/data=!4m7!3m6!1s0x31cdc43de23c94fb:0xaa3c3c0377a4c05a!8m2!3d2.8178881!4d101.8151666!16s%2Fg%2F1pzqy5yjv!19sChIJ-5Q84j3EzTERWsCkdwM8PKo?authuser=0&hl=en&rclk=1,5-7:15 pm,"Jalan Ts 2/1, Taman Semarak, 71800 Nilai, Negeri Sembilan","[""tue"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 2.8178881, ""longitude"": 101.8151666, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Semarak/data=!4m7!3m6!1s0x31cdc43de23c94fb:0xaa3c3c0377a4c05a!8m2!3d2.8178881!4d101.8151666!16s%2Fg%2F1pzqy5yjv!19sChIJ-5Q84j3EzTERWsCkdwM8PKo?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}, {""days"": [""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""17:00"", ""end"": ""19:15""}]}]"
Pasar Malam Taman Balok Makmur,https://www.google.com/maps/place/Pasar+Malam+Taman+Balok+Makmur/data=!4m7!3m6!1s0x31c899002d8feb13:0x7256914d2bb169c2!8m2!3d3.9638418!4d103.3838272!16s%2Fg%2F11y5q42flr!19sChIJE-uPLQCZyDERwmmxK02RVnI?authuser=0&hl=en&rclk=1,5-10 pm,"X97g+2v, Kampung Berahi, 26100 Balok, Pahang","[""mon""]","{""latitude"": 3.9638418, ""longitude"": 103.3838272, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Balok+Makmur/data=!4m7!3m6!1s0x31c899002d8feb13:0x7256914d2bb169c2!8m2!3d3.9638418!4d103.3838272!16s%2Fg%2F11y5q42flr!19sChIJE-uPLQCZyDERwmmxK02RVnI?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}]"
Pasar Malam Tmg,https://www.google.com/maps/place/Pasar+Malam+TMG/data=!4m7!3m6!1s0x31c8b1fa3d8c8365:0xff1dfbb9d9c2d44f!8m2!3d3.7773418!4d103.3201621!16s%2Fg%2F11tg6drply!19sChIJZYOMPfqxyDERT9TC2bn7Hf8?authuser=0&hl=en&rclk=1,4:30-9 pm,"51, Jalan Bandar Putra 1a, Kampung Anak Air, 26060 Kuantan, Pahang","[""thu"", ""sun""]","{""latitude"": 3.7773418, ""longitude"": 103.32016209999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+TMG/data=!4m7!3m6!1s0x31c8b1fa3d8c8365:0xff1dfbb9d9c2d44f!8m2!3d3.7773418!4d103.3201621!16s%2Fg%2F11tg6drply!19sChIJZYOMPfqxyDERT9TC2bn7Hf8?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu"", ""sun""], ""times"": [{""start"": ""16:30"", ""end"": ""21:00""}]}]"
Pasar Malam Kampung Kuantan,https://www.google.com/maps/place/Pasar+Malam+Kampung+Kuantan/data=!4m7!3m6!1s0x31cc8b001b14845b:0x9094f0c3d43f329e!8m2!3d3.3612505!4d101.3032095!16s%2Fg%2F11xn0jbjdq!19sChIJW4QUGwCLzDERnjI_1MPwlJA?authuser=0&hl=en&rclk=1,,"Jalan Dato Ismail, Taman Seroja, 45600 Batang Berjuntai, Selangor","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.3612504999999997, ""longitude"": 101.3032095, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kampung+Kuantan/data=!4m7!3m6!1s0x31cc8b001b14845b:0x9094f0c3d43f329e!8m2!3d3.3612505!4d101.3032095!16s%2Fg%2F11xn0jbjdq!19sChIJW4QUGwCLzDERnjI_1MPwlJA?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Bandar Baru Sentul,https://www.google.com/maps/place/Pasar+Malam+Bandar+Baru+Sentul/data=!4m7!3m6!1s0x31cc4806f5158aa7:0x4f0ab526afba55fc!8m2!3d3.1868429!4d101.6985604!16s%2Fg%2F11cs32km8q!19sChIJp4oV9QZIzDER_FW6rya1Ck8?authuser=0&hl=en&rclk=1,5-9 pm,"65, Jalan 1/48a, Bandar Baru Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","[""fri""]","{""latitude"": 3.1868429, ""longitude"": 101.69856039999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bandar+Baru+Sentul/data=!4m7!3m6!1s0x31cc4806f5158aa7:0x4f0ab526afba55fc!8m2!3d3.1868429!4d101.6985604!16s%2Fg%2F11cs32km8q!19sChIJp4oV9QZIzDER_FW6rya1Ck8?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}]"
Pasar Malam Taman Indah,https://www.google.com/maps/place/PASAR+MALAM+TAMAN+INDAH/data=!4m7!3m6!1s0x31cfc5e0e12e436d:0xc537b9b3f89fbfe9!8m2!3d2.6261083!4d103.0207015!16s%2Fg%2F11n0yjq847!19sChIJbUMu4eDFzzER6b-f-LO5N8U?authuser=0&hl=en&rclk=1,4-9 pm,"No 2 Jalan Selancar Indah 8 Taman Pgbf Selancar Indah, Felda Selancar, 26700 Muadzam Shah, Pahang","[""sun""]","{""latitude"": 2.6261083, ""longitude"": 103.0207015, ""gmaps_link"": ""https://www.google.com/maps/place/PASAR+MALAM+TAMAN+INDAH/data=!4m7!3m6!1s0x31cfc5e0e12e436d:0xc537b9b3f89fbfe9!8m2!3d2.6261083!4d103.0207015!16s%2Fg%2F11n0yjq847!19sChIJbUMu4eDFzzER6b-f-LO5N8U?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
